nm,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
427.0,-0.1278685,-0.1245115,-0.1345825,-0.1385495,-0.1495365,-0.16021749999999998,-0.15716549999999999,-0.1727295,-0.1916505,-0.2078245,-0.26763950000000003,-0.31494150000000004,-0.3509525,-0.3701785,-0.38696250000000004,-0.37994350000000005,0.0,-0.3988645,-0.051269499999999996
428.0,-0.1159667,-0.1177977,-0.1315307,-0.1296997,-0.1443477,-0.1589967,-0.1562497,-0.1718137,-0.1892087,-0.1950077,-0.26184070000000004,-0.3161617,-0.3298947,-0.3582767,-0.3656007,-0.3652957,0.0,-0.38574169999999997,-0.0442505
429.0,-0.10467570000000001,-0.1156617,-0.1263427,-0.1184077,-0.1293947,-0.1419067,-0.1556397,-0.1620487,-0.1797487,-0.1989747,-0.2603147,-0.30456570000000005,-0.31433069999999996,-0.3286747,-0.33935570000000004,-0.3454587,0.0,-0.3817747,-0.0552368
430.0,-0.10772690000000001,-0.10803190000000001,-0.11749290000000001,-0.12451190000000001,-0.1358029,-0.1449589,-0.1452639,-0.1544189,-0.17761190000000002,-0.18737790000000001,-0.24230990000000002,-0.2795409,-0.3131099,-0.3186039,-0.3359989,-0.3369139,0.0,-0.3622439,-0.0518798
431.0,-0.10925280000000001,-0.10681180000000001,-0.11138880000000001,-0.1235958,-0.1245118,-0.1345828,-0.1391598,-0.1452638,-0.1632688,-0.17974880000000001,-0.23681680000000002,-0.2645878,-0.2929688,-0.3094478,-0.3082278,-0.32165479999999996,0.0,-0.33782979999999996,-0.0534057
432.0,-0.1004029,-0.10498090000000002,-0.1025389,-0.11535690000000001,-0.1257329,-0.1306149,-0.1397709,-0.1422119,-0.1605229,-0.18249490000000002,-0.2200319,-0.2743529,-0.2770999,-0.2957149,-0.3109739,-0.3146359,0.0,-0.3256229,-0.0479126
433.0,-0.0939943,-0.0939943,-0.0973513,-0.10253930000000001,-0.1220703,-0.1208493,-0.1248173,-0.1348873,-0.14923129999999998,-0.17089829999999998,-0.2059933,-0.2520753,-0.2597043,-0.29083230000000004,-0.2828983,-0.3024293,0.0,-0.2920533,-0.0463867
434.0,-0.088196,-0.092468,-0.10253899999999999,-0.10467500000000002,-0.11108400000000002,-0.11871300000000001,-0.12115500000000001,-0.138245,-0.149231,-0.15564,-0.206604,-0.23590100000000003,-0.257873,-0.272522,-0.288696,-0.283813,0.0,-0.304871,-0.0512695
435.0,-0.0790401,-0.0848391,-0.0897221,-0.10314910000000001,-0.10284410000000001,-0.1089481,-0.1153561,-0.1269531,-0.1431271,-0.1522831,-0.19012410000000002,-0.2352901,-0.2481081,-0.2664181,-0.2700801,-0.2685551,0.0,-0.2783201,-0.0442505
436.0,-0.0833127,-0.0808717,-0.0946047,-0.0933837,-0.10498070000000001,-0.11047370000000001,-0.1159667,-0.1254277,-0.1492307,-0.1443477,-0.1873777,-0.2209477,-0.2371217,-0.2517697,-0.2508547,-0.2661137,0.0,-0.2801517,-0.0521851
437.0,-0.0686646,-0.078125,-0.08697490000000001,-0.0927739,-0.1031499,-0.10925290000000001,-0.11260990000000001,-0.11718790000000001,-0.1425169,-0.1419069,-0.18402090000000002,-0.2206419,-0.2243039,-0.24597190000000002,-0.2529909,-0.2520749,0.0,-0.2612309,-0.0488282
438.0,-0.07720950000000001,-0.0723267,-0.079651,-0.085144,-0.090027,-0.10070799999999999,-0.10803200000000002,-0.10864300000000002,-0.133362,-0.125122,-0.17761200000000002,-0.205994,-0.212402,-0.225525,-0.24444600000000002,-0.235901,0.0,-0.25360099999999997,-0.052185100000000005
439.0,-0.0720215,-0.08148190000000001,-0.08300790000000001,-0.08117690000000001,-0.0970459,-0.0994869,-0.1028439,-0.10833690000000001,-0.1251219,-0.1333619,-0.1605229,-0.2008059,-0.2096559,-0.2386479,-0.2212529,-0.2294919,0.0,-0.2252199,-0.05218500000000001
440.0,-0.0643921,-0.0671387,-0.0750733,-0.0772095,-0.0860592,-0.0921632,-0.0869752,-0.0994872,-0.1171872,-0.1214602,-0.15808119999999998,-0.1870732,-0.1986692,-0.2023312,-0.2023312,-0.2175902,0.0,-0.2316282,-0.048523
441.0,-0.061950599999999995,-0.0576782,-0.0640869,-0.0762939,-0.0799556,-0.0921626,-0.0888066,-0.0991816,-0.1077266,-0.1147456,-0.1556396,-0.17089859999999998,-0.1824946,-0.2023316,-0.2062986,-0.2102656,0.0,-0.2093506,-0.05004879999999999
442.0,-0.060119599999999995,-0.0543213,-0.06622310000000001,-0.0692749,-0.0720215,-0.0778202,-0.0817872,-0.0903322,-0.0985722,-0.11291520000000001,-0.14099119999999998,-0.1708982,-0.1733402,-0.18920920000000002,-0.18585220000000002,-0.18920920000000002,0.0,-0.19989020000000002,-0.0372314
443.0,-0.057373,-0.0579834,-0.0640869,-0.0653076,-0.0708008,-0.07720950000000001,-0.08575450000000001,-0.1013185,-0.1007075,-0.1043705,-0.1449585,-0.16448949999999998,-0.1745605,-0.1934815,-0.1821895,-0.1962285,0.0,-0.1928715,-0.046386699999999996
444.0,-0.0515747,-0.0558472,-0.0650024,-0.0698853,-0.0714111,-0.07507319999999999,-0.0866697,-0.0888057,-0.1000977,-0.10436970000000001,-0.1336667,-0.1568607,-0.1654057,-0.1797487,-0.1818847,-0.1861577,0.0,-0.1840207,-0.045776399999999995
445.0,-0.044555599999999994,-0.055542,-0.047302199999999996,-0.06835940000000001,-0.06622310000000001,-0.078125,-0.078125,-0.08300750000000001,-0.09124750000000001,-0.09613050000000001,-0.1327515,-0.1446535,-0.1510615,-0.17028849999999998,-0.1809695,-0.1779175,0.0,-0.1803585,-0.045166000000000005
446.0,-0.047607399999999994,-0.0506591,-0.0497436,-0.0628662,-0.0613403,-0.0753784,-0.0790405,-0.0845337,-0.0857547,-0.0997927,-0.1208497,-0.1446537,-0.1489257,-0.1614377,-0.1696777,-0.1812747,0.0,-0.1852417,-0.0405883
447.0,-0.0543213,-0.04943850000000001,-0.058898900000000004,-0.06286620000000001,-0.0692749,-0.0714111,-0.07873530000000001,-0.0790405,-0.0949099,-0.08972190000000001,-0.11810290000000001,-0.1318359,-0.1574709,-0.1672359,-0.1712039,-0.1611329,0.0,-0.1736449,-0.0460815
448.0,-0.050659199999999995,-0.053711,-0.053711,-0.0579834,-0.067749,-0.06805420000000001,-0.0765991,-0.076294,-0.087891,-0.089722,-0.11871300000000001,-0.131531,-0.140991,-0.14801,-0.161133,-0.162659,0.0,-0.168152,-0.045166000000000005
449.0,-0.045166,-0.043334899999999996,-0.0506591,-0.0613403,-0.0631713,-0.0683593,-0.06958,-0.0735473,-0.0753784,-0.0808717,-0.1147457,-0.1306147,-0.1376347,-0.1446537,-0.1528927,-0.1635737,0.0,-0.1531977,-0.0421142
450.0,-0.0402832,-0.041503899999999996,-0.04577629999999999,-0.0488281,-0.0595092,-0.0686645,-0.0646972,-0.0732421,-0.0717163,-0.0784301,-0.10681170000000001,-0.1248167,-0.1321407,-0.1406857,-0.1507567,-0.1583857,0.0,-0.1480107,-0.037536599999999996
